Panelist ID,Panelist Type,Combined Pre-Tax Income of HH,Family Size,HH_RACE,Type of Residential Possession,COUNTY,HH_AGE,HH_EDU,HH_OCC,Age Group Applied to Male HH,Education Level Reached by Male HH,Occupation Code of Male HH,Male Working Hour Code,MALE_SMOKE,Age Group Applied to Female HH,Education Level Reached by Female HH,Occupation Code of Female HH,Female Working Hour Code,FEM_SMOKE,Number of Dogs,Number of Cats,Children Group Code,Marital Status,Language,Number of TVs Used by HH,Number of TVs Hooked to Cable,Year,HISP_FLAG,HISP_CAT,HH Head Race (RACE2),HH Head Race (RACE3),Microwave Owned by HH,ZIPCODE,FIPSCODE,market based upon zipcode,IRI Geography Number,EXT_FACT
1146910,0,4,1,1,1,,,,,7,9,11,5,,5,4,4,3,,0,0,8,3,,,,1,,,,,,,,,,
1146936,0,8,4,3,2,,,,,3,6,8,3,,3,6,1,2,,0,0,4,2,,,,1,,,,,,,,,,
1146969,0,7,5,1,1,,,,,2,4,7,3,,2,4,1,2,,1,0,6,2,,,,1,,,,,,,,,,
1146985,0,9,4,1,2,,,,,2,4,5,3,,2,4,13,1,,0,0,2,2,,,,1,,,,,,,,,,
1146993,0,12,4,1,2,,,,,3,7,0,3,,3,7,13,1,,0,0,2,2,,,,1,,,,,,,,,,
1147017,0,11,1,1,1,,,,,1,7,3,3,,7,9,11,5,,0,0,8,1,,,,1,,,,,,,,,,
1147025,0,10,4,3,2,,,,,3,5,1,3,,2,7,2,3,,2,0,3,2,,,,1,,,,,,,,,,
1147074,0,1,2,1,2,,,,,5,4,6,3,,4,4,1,2,,0,0,8,2,,,,1,,,,,,,,,,
1147090,0,7,4,1,2,,,,,3,4,13,1,,4,4,0,3,,1,0,6,2,,,,1,,,,,,,,,,
1147108,0,6,2,0,1,,,,,1,4,0,6,,7,9,11,5,,0,0,8,1,,,,1,,,,,,,,,,
1147116,0,1,1,1,1,,,,,7,9,11,5,,1,4,0,2,,1,0,8,1,,,,1,,,,,,,,,,
1147124,0,6,1,1,1,,,,,1,7,1,3,,7,9,11,5,,0,0,8,1,,,,1,,,,,,,,,,
1147157,0,12,4,1,2,,,,,3,7,2,3,,3,5,1,2,,1,0,3,2,,,,1,,,,,,,,,,
1147165,0,8,5,1,2,,,,,2,5,6,3,,2,5,13,1,,0,1,6,2,,,,1,,,,,,,,,,
1147173,0,1,4,1,1,,,,,3,4,7,2,,3,3,13,1,,1,0,2,1,,,,1,,,,,,,,,,
1147199,0,6,3,1,1,,,,,2,5,7,3,,2,4,8,2,,0,0,3,2,,,,1,,,,,,,,,,
1147207,0,6,3,1,2,,,,,7,9,11,5,,3,8,8,3,,1,0,6,5,,,,1,,,,,,,,,,
1147215,0,9,4,1,2,,,,,2,7,1,3,,2,6,1,3,,0,0,2,2,,,,1,,,,,,,,,,
1147223,0,6,2,1,1,,,,,2,4,4,3,,1,6,2,2,,0,0,8,1,,,,1,,,,,,,,,,
1147231,0,1,2,1,1,,,,,7,9,11,5,,3,6,13,1,,0,1,2,1,,,,1,,,,,,,,,,
1147256,0,7,3,1,1,,,,,6,5,2,3,,3,4,4,2,,0,2,2,1,,,,1,,,,,,,,,,
1147264,0,10,4,3,2,,,,,0,6,2,3,,0,6,2,3,,1,0,8,3,,,,1,,,,,,,,,,
1147272,0,5,1,1,2,,,,,7,9,11,5,,6,6,3,2,,0,0,8,4,,,,1,,,,,,,,,,
1147280,0,4,3,1,1,,,,,1,6,8,2,,7,9,11,5,,0,0,8,1,,,,1,,,,,,,,,,
1147298,0,6,2,1,2,,,,,6,3,10,4,,6,5,10,4,,0,0,8,2,,,,1,,,,,,,,,,
1147306,0,7,5,4,2,,,,,3,4,0,3,,3,4,0,2,,0,0,6,2,,,,1,,,,,,,,,,
1147314,0,11,6,1,2,,,,,4,4,0,3,,4,4,0,3,,1,0,6,2,,,,1,,,,,,,,,,
1147330,0,11,4,1,2,,,,,3,7,7,3,,2,5,1,2,,2,0,2,2,,,,1,,,,,,,,,,
1147371,0,1,4,1,1,,,,,7,9,11,5,,1,6,0,6,,0,2,2,5,,,,1,,,,,,,,,,
1147389,0,1,1,0,1,,,,,1,4,0,3,,7,9,11,5,,0,1,8,1,,,,1,,,,,,,,,,
1147397,0,11,5,1,2,,,,,5,7,2,2,,4,7,3,3,,1,0,6,2,,,,1,,,,,,,,,,
1147439,0,5,3,1,2,,,,,7,9,11,5,,3,4,0,2,,0,0,8,1,,,,1,,,,,,,,,,
1147488,0,1,1,1,1,,,,,7,9,11,5,,1,5,13,1,,0,0,8,1,,,,1,,,,,,,,,,
1147496,0,11,4,1,2,,,,,4,8,1,3,,3,7,1,3,,0,2,2,2,,,,1,,,,,,,,,,
1147504,0,4,2,3,1,,,,,7,9,11,5,,3,4,4,3,,0,0,3,3,,,,1,,,,,,,,,,
1147512,0,9,2,1,1,,,,,2,3,8,3,,1,6,9,3,,0,2,8,2,,,,1,,,,,,,,,,
1147553,0,7,1,3,1,,,,,7,9,11,5,,3,8,13,1,,0,0,8,2,,,,1,,,,,,,,,,
1147561,0,2,2,1,1,,,,,7,9,11,5,,3,0,8,0,,0,0,3,1,,,,1,,,,,,,,,,
1147611,0,8,1,1,2,,,,,7,9,11,5,,3,8,1,3,,1,0,8,1,,,,1,,,,,,,,,,
1147629,0,10,1,1,2,,,,,7,9,11,5,,3,5,7,3,,1,0,8,1,,,,1,,,,,,,,,,
1147637,0,7,4,1,2,,,,,3,4,5,3,,2,7,1,2,,1,2,3,2,,,,1,,,,,,,,,,
1147645,0,7,2,1,2,,,,,4,4,3,3,,4,7,1,3,,3,0,8,2,,,,1,,,,,,,,,,
1147652,0,6,4,3,1,,,,,7,9,11,5,,2,4,4,3,,0,0,6,2,,,,1,,,,,,,,,,
1147678,0,1,1,1,1,,,,,3,3,13,1,,7,9,11,5,,0,2,8,3,,,,1,,,,,,,,,,
1147702,0,7,2,1,1,,,,,4,4,7,3,,3,4,13,1,,1,0,8,2,,,,1,,,,,,,,,,
1147728,0,1,4,1,1,,,,,7,9,11,5,,2,4,13,1,,2,1,6,1,,,,1,,,,,,,,,,
1147769,0,6,1,0,1,,,,,2,4,5,2,,7,9,11,5,,1,0,8,1,,,,1,,,,,,,,,,
1147785,0,6,1,1,1,,,,,7,9,11,5,,3,3,0,2,,0,0,8,3,,,,1,,,,,,,,,,
1147793,0,10,3,1,2,,,,,5,7,1,3,,4,6,4,3,,1,1,3,2,,,,1,,,,,,,,,,
1147801,0,8,2,1,1,,,,,1,4,0,6,,7,9,11,5,,1,0,8,1,,,,1,,,,,,,,,,
1147819,0,11,4,1,2,,,,,4,7,1,3,,3,8,1,3,,1,2,4,2,,,,1,,,,,,,,,,
1147827,0,12,3,1,1,,,,,7,9,11,5,,1,4,0,3,,1,0,8,1,,,,1,,,,,,,,,,
1147835,0,5,1,1,1,,,,,7,9,11,5,,2,7,0,2,,0,1,8,1,,,,1,,,,,,,,,,
1147843,0,6,2,1,1,,,,,1,3,9,3,,1,6,8,3,,2,3,8,1,,,,1,,,,,,,,,,
1147850,0,1,2,1,1,,,,,1,4,0,2,,7,9,11,5,,1,0,8,1,,,,1,,,,,,,,,,
1147868,0,4,4,1,1,,,,,1,4,0,3,,1,2,13,1,,1,0,2,1,,,,1,,,,,,,,,,
1147876,0,5,4,1,1,,,,,3,4,0,3,,3,4,13,1,,1,2,8,2,,,,1,,,,,,,,,,
1147942,0,1,1,1,1,,,,,1,3,4,2,,7,9,11,5,,0,0,8,1,,,,1,,,,,,,,,,
1147967,0,2,3,3,1,,,,,7,9,11,5,,3,3,13,1,,0,0,2,1,,,,1,,,,,,,,,,
1147983,0,3,1,1,1,,,,,7,9,11,5,,1,3,3,2,,0,0,8,1,,,,1,,,,,,,,,,
1147991,0,2,3,1,1,,,,,7,9,11,5,,3,6,8,2,,1,0,3,1,,,,1,,,,,,,,,,
1148007,0,11,4,1,2,,,,,4,4,6,3,,3,4,3,3,,1,1,3,2,,,,1,,,,,,,,,,
1148049,0,9,1,2,2,,,,,3,8,1,3,,7,9,11,5,,0,0,8,1,,,,1,,,,,,,,,,
1148056,0,4,1,1,1,,,,,7,9,11,5,,1,3,0,3,,0,1,8,1,,,,1,,,,,,,,,,
1148064,0,8,5,1,2,,,,,3,8,1,3,,3,7,13,1,,0,0,4,2,,,,1,,,,,,,,,,
1148080,0,6,2,1,2,,,,,6,5,10,4,,6,4,10,4,,0,0,8,2,,,,1,,,,,,,,,,
1148114,0,1,1,1,1,,,,,7,9,11,5,,1,3,0,3,,1,0,8,1,,,,1,,,,,,,,,,
1148122,0,1,2,1,1,,,,,7,9,11,5,,1,4,13,1,,0,1,2,1,,,,1,,,,,,,,,,
1148130,0,8,4,1,2,,,,,2,6,6,2,,2,5,1,3,,1,1,4,2,,,,1,,,,,,,,,,
1148155,0,10,2,1,1,,,,,2,4,0,3,,7,9,11,5,,0,0,8,1,,,,1,,,,,,,,,,
1148163,0,1,1,1,1,,,,,1,4,13,1,,7,9,11,5,,0,1,8,1,,,,1,,,,,,,,,,
1148171,0,4,1,1,1,,,,,7,9,11,5,,2,4,0,3,,0,2,8,1,,,,1,,,,,,,,,,
1148189,0,5,4,1,1,,,,,3,3,0,2,,3,5,0,3,,1,0,3,2,,,,1,,,,,,,,,,
1148197,0,5,4,1,2,,,,,3,4,13,1,,2,4,0,2,,0,0,6,1,,,,1,,,,,,,,,,
1148205,0,11,3,4,1,,,,,5,8,1,3,,3,7,1,3,,0,0,1,2,,,,1,,,,,,,,,,
1148213,0,4,2,1,1,,,,,7,9,11,5,,2,5,8,2,,0,0,3,1,,,,1,,,,,,,,,,
1148221,0,4,5,2,1,,,,,7,9,11,5,,3,4,8,2,,0,0,8,5,,,,1,,,,,,,,,,
1148239,0,8,1,4,1,,,,,1,7,1,0,,7,9,11,5,,0,0,8,1,,,,1,,,,,,,,,,
1148247,0,1,1,1,1,,,,,7,9,11,5,,6,4,10,4,,0,0,8,3,,,,1,,,,,,,,,,
1148254,0,8,4,1,2,,,,,3,4,0,3,,3,4,0,3,,0,1,6,2,,,,1,,,,,,,,,,
1148262,0,11,3,1,2,,,,,4,4,7,3,,3,6,2,3,,1,0,1,2,,,,1,,,,,,,,,,
1148296,0,6,1,0,1,,,,,0,0,0,0,,7,9,11,5,,0,0,8,2,,,,1,,,,,,,,,,
1148304,0,4,1,0,1,,,,,0,0,0,0,,7,9,11,5,,0,0,8,1,,,,1,,,,,,,,,,
1148320,0,11,1,0,2,,,,,0,0,0,0,,7,9,11,5,,0,0,8,2,,,,1,,,,,,,,,,
1148338,0,10,4,1,2,,,,,3,4,2,3,,3,7,1,3,,0,2,4,2,,,,1,,,,,,,,,,
1148346,0,7,1,0,2,,,,,0,0,0,0,,7,9,11,5,,0,0,8,1,,,,1,,,,,,,,,,
1148353,0,4,1,0,1,,,,,0,0,0,0,,7,9,11,5,,0,0,8,4,,,,1,,,,,,,,,,
1148361,0,6,1,0,2,,,,,0,0,0,0,,7,9,11,5,,0,0,8,1,,,,1,,,,,,,,,,
1148379,0,4,1,1,1,,,,,7,9,11,5,,2,5,10,4,,0,1,8,4,,,,1,,,,,,,,,,
1148387,0,11,1,0,1,,,,,0,0,0,0,,7,9,11,5,,0,0,8,2,,,,1,,,,,,,,,,
1148395,0,7,1,0,1,,,,,0,0,0,0,,7,9,11,5,,0,0,8,1,,,,1,,,,,,,,,,
1148403,0,5,1,1,2,,,,,5,6,7,3,,7,9,11,5,,0,2,8,3,,,,1,,,,,,,,,,
1148411,0,9,2,1,2,,,,,3,7,1,3,,3,4,1,3,,5,0,8,2,,,,1,,,,,,,,,,
1148429,0,12,5,1,2,,,,,3,4,6,3,,3,4,3,3,,0,0,6,2,,,,1,,,,,,,,,,
1148437,0,7,1,1,2,,,,,7,9,11,5,,3,7,4,3,,1,0,8,3,,,,1,,,,,,,,,,
1148452,0,2,1,1,2,,,,,1,4,3,2,,7,9,11,5,,0,1,8,1,,,,1,,,,,,,,,,
1148460,0,7,1,3,2,,,,,7,9,11,5,,3,6,4,2,,1,1,8,3,,,,1,,,,,,,,,,
1148478,0,7,5,1,2,,,,,3,5,6,3,,3,6,1,2,,2,0,6,2,,,,1,,,,,,,,,,
1148486,0,11,4,1,2,,,,,4,4,3,3,,3,4,3,3,,1,2,3,2,,,,1,,,,,,,,,,
1148494,0,8,6,1,2,,,,,3,4,6,3,,3,6,1,3,,2,1,6,3,,,,1,,,,,,,,,,
1148502,0,5,2,1,1,,,,,1,4,9,2,,1,4,13,1,,0,0,8,2,,,,1,,,,,,,,,,
1148544,0,7,3,1,2,,,,,3,4,6,3,,3,6,1,3,,0,2,8,2,,,,1,,,,,,,,,,
1148551,0,10,4,1,2,,,,,3,5,13,1,,3,8,1,3,,1,0,1,2,,,,1,,,,,,,,,,
1148577,0,5,2,1,1,,,,,1,4,0,2,,7,9,11,5,,3,1,8,1,,,,1,,,,,,,,,,
1148585,0,3,2,1,1,,,,,7,9,11,5,,6,4,2,2,,1,0,8,3,,,,1,,,,,,,,,,
1148619,0,3,3,1,1,,,,,1,6,2,2,,1,3,4,2,,0,0,8,1,,,,1,,,,,,,,,,
1148635,0,6,4,1,1,,,,,7,9,11,5,,3,5,1,3,,0,2,3,5,,,,1,,,,,,,,,,
1148643,0,6,1,1,2,,,,,7,9,11,5,,6,6,10,4,,0,0,8,4,,,,1,,,,,,,,,,
1148650,0,6,2,1,2,,,,,3,4,7,3,,3,4,0,2,,2,1,8,2,,,,1,,,,,,,,,,
1148668,0,4,2,0,1,,,,,1,6,8,2,,1,6,9,3,,0,1,8,2,,,,1,,,,,,,,,,
1148684,0,1,1,0,1,,,,,0,0,0,0,,7,9,11,5,,0,0,8,1,,,,1,,,,,,,,,,
1148700,0,5,1,1,1,,,,,7,9,11,5,,5,3,8,3,,0,0,8,1,,,,1,,,,,,,,,,
1148718,0,6,2,2,1,,,,,7,9,11,5,,3,4,1,3,,0,0,2,1,,,,1,,,,,,,,,,
1148734,0,8,4,1,2,,,,,3,3,7,3,,1,6,1,3,,0,0,2,2,,,,1,,,,,,,,,,
1148775,0,1,1,1,1,,,,,7,9,11,5,,6,4,10,4,,0,0,8,4,,,,1,,,,,,,,,,
1148809,0,1,2,1,2,,,,,7,9,11,5,,6,6,13,1,,0,2,8,4,,,,1,,,,,,,,,,
1148817,0,1,2,3,2,,,,,5,3,8,2,,5,4,0,6,,0,0,8,2,,,,1,,,,,,,,,,
1148825,0,3,2,1,1,,,,,3,4,8,2,,3,6,8,2,,0,0,8,2,,,,1,,,,,,,,,,
1148866,0,9,1,0,2,,,,,0,0,0,0,,7,9,11,5,,0,0,8,2,,,,1,,,,,,,,,,
1148874,0,8,1,0,2,,,,,0,0,0,0,,7,9,11,5,,0,0,8,2,,,,1,,,,,,,,,,
1148890,0,6,5,1,2,,,,,3,4,6,3,,3,6,1,3,,0,1,3,2,,,,1,,,,,,,,,,
1148908,0,8,5,5,2,,,,,1,6,6,3,,2,6,13,1,,1,0,4,2,,,,1,,,,,,,,,,
1148940,0,4,5,1,1,,,,,3,4,7,3,,3,4,4,3,,2,1,6,2,,,,1,,,,,,,,,,
1148957,0,7,1,0,2,,,,,0,0,0,0,,7,9,11,5,,0,0,8,1,,,,1,,,,,,,,,,
1148981,0,5,1,1,2,,,,,6,6,10,4,,7,9,11,5,,0,0,8,4,,,,1,,,,,,,,,,
1148999,0,3,1,1,2,,,,,7,9,11,5,,4,6,3,3,,1,0,8,3,,,,1,,,,,,,,,,
1149005,0,7,2,1,2,,,,,5,4,6,3,,4,4,9,3,,0,2,8,2,,,,1,,,,,,,,,,
1149013,0,12,3,1,2,,,,,4,4,1,3,,5,4,13,1,,1,0,3,2,,,,1,,,,,,,,,,
1149021,0,8,2,1,2,,,,,6,5,13,1,,6,4,10,4,,0,0,8,2,,,,1,,,,,,,,,,
1149039,0,2,2,1,1,,,,,4,3,0,0,,4,3,0,0,,0,2,8,3,,,,1,,,,,,,,,,
1149047,0,7,1,1,2,,,,,7,9,11,5,,6,4,10,4,,0,0,8,4,,,,1,,,,,,,,,,
1149054,0,6,2,1,1,,,,,7,9,11,5,,5,4,4,3,,0,1,8,4,,,,1,,,,,,,,,,
1149062,0,4,1,1,2,,,,,7,9,11,5,,6,4,10,4,,0,0,8,4,,,,1,,,,,,,,,,
1149070,0,5,1,5,1,,,,,5,6,7,2,,7,9,11,5,,0,0,8,3,,,,1,,,,,,,,,,
1149112,0,8,3,1,2,,,,,2,7,4,3,,2,7,1,2,,1,2,2,2,,,,1,,,,,,,,,,
1149120,0,3,1,1,2,,,,,7,9,11,5,,5,5,4,3,,0,1,8,3,,,,1,,,,,,,,,,
1149138,0,1,2,1,1,,,,,7,9,11,5,,4,4,13,1,,0,0,8,3,,,,1,,,,,,,,,,
1149161,0,6,1,1,1,,,,,7,9,11,5,,4,4,4,3,,0,0,8,5,,,,1,,,,,,,,,,
1149187,0,5,1,1,1,,,,,7,9,11,5,,4,6,1,3,,0,0,8,1,,,,1,,,,,,,,,,
1149211,0,12,4,2,1,,,,,4,7,7,3,,4,6,6,3,,0,0,8,2,,,,1,,,,,,,,,,
1149229,0,10,1,0,2,,,,,0,0,0,0,,7,9,11,5,,0,0,8,2,,,,1,,,,,,,,,,
1149237,0,6,1,1,1,,,,,7,9,11,5,,3,7,13,1,,0,0,8,1,,,,1,,,,,,,,,,
1149245,0,6,2,1,1,,,,,3,7,1,3,,7,9,11,5,,0,1,8,1,,,,1,,,,,,,,,,
1149252,0,12,2,1,2,,,,,3,7,7,3,,3,7,4,3,,0,1,8,2,,,,1,,,,,,,,,,
1149260,0,4,1,1,1,,,,,7,9,11,5,,1,6,3,3,,2,0,8,1,,,,1,,,,,,,,,,
1149278,0,8,6,1,2,,,,,2,4,6,3,,2,7,13,1,,0,0,4,2,,,,1,,,,,,,,,,
1149294,0,6,2,1,2,,,,,5,4,10,4,,5,4,10,4,,0,0,8,2,,,,1,,,,,,,,,,
1149302,0,7,1,0,2,,,,,7,9,11,5,,6,4,13,1,,0,0,8,4,,,,1,,,,,,,,,,
1149344,0,4,2,1,2,,,,,7,9,11,5,,1,3,3,2,,2,1,8,1,,,,1,,,,,,,,,,
1149351,0,1,2,2,1,,,,,7,9,11,5,,1,6,0,6,,0,0,8,1,,,,1,,,,,,,,,,
1149369,0,7,6,1,2,,,,,2,6,6,3,,1,6,8,3,,0,1,4,2,,,,1,,,,,,,,,,
1149377,0,6,3,1,2,,,,,3,4,1,3,,3,4,1,3,,2,1,3,2,,,,1,,,,,,,,,,
1149385,0,6,3,1,2,,,,,3,6,9,3,,3,5,13,1,,0,1,2,2,,,,1,,,,,,,,,,
1149393,0,5,2,1,1,,,,,7,9,11,5,,3,5,1,3,,0,2,3,3,,,,1,,,,,,,,,,
1149443,0,1,1,3,1,,,,,7,9,11,5,,2,4,13,1,,0,1,8,1,,,,1,,,,,,,,,,
1149450,0,7,2,1,2,,,,,7,9,11,5,,1,6,2,2,,0,1,8,1,,,,1,,,,,,,,,,
1149484,0,10,3,1,2,,,,,3,7,1,3,,2,7,4,3,,0,2,2,2,,,,1,,,,,,,,,,
1149500,0,2,3,2,1,,,,,3,3,0,3,,3,4,13,1,,0,0,8,3,,,,1,,,,,,,,,,
1149518,0,7,3,1,1,,,,,1,4,2,3,,1,6,2,3,,0,0,1,1,,,,1,,,,,,,,,,
1149526,0,5,5,1,1,,,,,3,3,0,3,,2,3,13,1,,0,0,6,1,,,,1,,,,,,,,,,
1149534,0,6,4,1,2,,,,,5,4,1,3,,5,4,13,1,,2,0,8,2,,,,1,,,,,,,,,,
1149567,0,9,4,1,2,,,,,3,4,7,2,,2,4,1,3,,0,1,2,1,,,,1,,,,,,,,,,
1149575,0,2,1,1,1,,,,,7,9,11,5,,1,6,0,3,,0,1,8,1,,,,1,,,,,,,,,,
1149609,0,6,5,1,1,,,,,7,9,11,5,,3,5,0,6,,1,0,7,3,,,,1,,,,,,,,,,
1149617,0,4,3,1,1,,,,,7,9,11,5,,4,6,1,3,,0,1,6,1,,,,1,,,,,,,,,,
1149633,0,2,1,1,1,,,,,7,9,11,5,,1,6,3,3,,0,0,8,1,,,,1,,,,,,,,,,
1149641,6,6,3,1,2,,,,,3,3,3,3,,3,3,13,1,,5,0,8,2,,3,3,1,,,,,,,,,,
1149658,0,5,2,1,2,,,,,4,4,3,3,,3,4,13,1,,0,2,8,2,,,,1,,,,,,,,,,
1149682,0,9,3,1,2,,,,,2,8,2,3,,2,7,2,3,,0,1,1,2,,,,1,,,,,,,,,,
1149690,0,11,4,1,1,,,,,3,7,3,3,,3,8,1,3,,0,1,2,2,,,,1,,,,,,,,,,
1149708,0,7,2,2,1,,,,,3,4,8,3,,1,4,13,1,,1,0,8,2,,,,1,,,,,,,,,,
1149716,0,1,1,3,1,,,,,7,9,11,5,,1,6,0,6,,0,0,8,1,,,,1,,,,,,,,,,
1149724,0,6,4,1,1,,,,,1,4,0,3,,1,4,0,2,,2,0,2,1,,,,1,,,,,,,,,,
1149732,0,8,4,1,2,,,,,3,4,7,3,,3,4,13,1,,1,0,6,2,,,,1,,,,,,,,,,
1149757,0,4,3,1,1,,,,,2,4,0,3,,2,4,0,2,,1,0,3,1,,,,1,,,,,,,,,,
1149765,0,6,1,1,2,,,,,3,5,7,3,,7,9,11,5,,1,0,8,1,,,,1,,,,,,,,,,
1149773,0,8,5,1,2,,,,,7,9,11,5,,3,4,13,1,,1,0,6,1,,,,1,,,,,,,,,,
1149781,0,3,3,1,1,,,,,7,9,11,5,,2,4,13,1,,0,0,3,5,,,,1,,,,,,,,,,
1149815,0,5,3,2,1,,,,,7,9,11,5,,2,6,4,3,,0,0,2,1,,,,1,,,,,,,,,,
1149823,0,11,4,3,2,,,,,3,4,0,3,,3,4,13,1,,1,0,2,2,,,,1,,,,,,,,,,
1149831,0,4,3,5,1,,,,,7,9,11,5,,2,4,2,3,,0,1,2,1,,,,1,,,,,,,,,,
1149849,0,7,1,1,2,,,,,7,9,11,5,,5,4,1,3,,0,0,8,3,,,,1,,,,,,,,,,
1149872,0,7,4,1,2,,,,,4,4,0,3,,4,4,0,2,,0,2,3,2,,,,1,,,,,,,,,,
1149880,0,7,2,1,2,,,,,4,4,13,1,,3,7,1,3,,0,0,8,1,,,,1,,,,,,,,,,
1149906,0,1,1,1,1,,,,,7,9,11,5,,3,4,13,1,,0,0,8,5,,,,1,,,,,,,,,,
1149914,0,4,3,1,1,,,,,4,4,10,4,,4,2,6,3,,0,0,3,2,,,,1,,,,,,,,,,
1149922,0,8,4,4,2,,,,,4,4,0,3,,3,4,0,3,,0,0,2,2,,,,1,,,,,,,,,,
1149930,0,7,4,1,1,,,,,2,4,7,3,,2,7,4,3,,0,0,5,1,,,,1,,,,,,,,,,
1149948,0,2,1,1,2,,,,,1,4,7,2,,7,9,11,5,,1,1,8,1,,,,1,,,,,,,,,,
1149955,0,6,2,1,2,,,,,7,9,11,5,,1,5,3,3,,0,0,8,1,,,,1,,,,,,,,,,
1149963,0,5,3,1,1,,,,,2,4,0,3,,3,4,0,2,,0,0,2,2,,,,1,,,,,,,,,,
1149971,0,8,2,1,2,,,,,4,4,7,3,,5,6,4,3,,1,0,8,2,,,,1,,,,,,,,,,
1149997,0,9,3,1,2,,,,,1,8,1,3,,1,5,13,1,,0,2,1,2,,,,1,,,,,,,,,,
1150003,0,3,2,1,1,,,,,7,9,11,5,,2,7,13,1,,0,1,8,1,,,,1,,,,,,,,,,
1150011,0,3,1,1,2,,,,,7,9,11,5,,6,4,10,4,,0,1,8,4,,,,1,,,,,,,,,,
1150029,0,6,2,1,1,,,,,7,9,11,5,,1,4,0,2,,1,0,8,1,,,,1,,,,,,,,,,
1150037,0,6,5,1,2,,,,,2,4,7,3,,2,6,1,3,,1,1,6,2,,,,1,,,,,,,,,,
1150045,0,10,4,2,2,,,,,4,4,0,3,,3,4,0,2,,0,0,6,2,,,,1,,,,,,,,,,
1150052,0,10,1,0,2,,,,,0,0,0,0,,7,9,11,5,,0,0,8,2,,,,1,,,,,,,,,,
1150060,0,8,2,1,1,,,,,7,9,11,5,,3,4,7,3,,0,0,8,3,,,,1,,,,,,,,,,
1150078,0,4,3,1,2,,,,,7,9,11,5,,4,7,4,2,,0,1,3,3,,,,1,,,,,,,,,,
1150086,0,5,3,1,2,,,,,7,9,11,5,,3,6,3,2,,1,0,3,3,,,,1,,,,,,,,,,
1150094,0,10,3,1,2,,,,,5,6,6,3,,4,6,1,3,,0,2,3,2,,,,1,,,,,,,,,,
1150102,0,6,1,0,1,,,,,0,0,0,0,,7,9,11,5,,0,0,8,1,,,,1,,,,,,,,,,
1150110,0,7,1,0,1,,,,,0,0,0,0,,7,9,11,5,,0,0,8,1,,,,1,,,,,,,,,,
1150128,0,4,1,0,1,,,,,0,0,0,0,,7,9,11,5,,0,0,8,2,,,,1,,,,,,,,,,
1150136,0,9,3,1,2,,,,,1,7,1,3,,2,8,3,2,,2,1,1,2,,,,1,,,,,,,,,,
1150151,0,7,1,0,2,,,,,0,0,0,0,,7,9,11,5,,0,0,8,2,,,,1,,,,,,,,,,
1150169,0,1,1,0,1,,,,,0,0,0,0,,7,9,11,5,,0,0,8,1,,,,1,,,,,,,,,,
1150177,0,5,1,0,1,,,,,0,0,0,0,,7,9,11,5,,0,0,8,3,,,,1,,,,,,,,,,
1150185,0,5,1,0,1,,,,,0,0,0,0,,7,9,11,5,,0,0,8,1,,,,1,,,,,,,,,,
1150193,0,7,2,1,1,,,,,6,6,10,4,,6,6,10,4,,0,0,8,2,,,,1,,,,,,,,,,
1150201,0,6,1,0,2,,,,,0,0,0,0,,7,9,11,5,,0,0,8,1,,,,1,,,,,,,,,,
1150250,0,2,4,1,1,,,,,7,9,11,5,,3,3,0,3,,0,1,6,1,,,,1,,,,,,,,,,
1150268,0,8,2,1,1,,,,,1,5,1,3,,2,7,1,3,,0,1,8,2,,,,1,,,,,,,,,,
1150276,0,5,5,1,1,,,,,3,7,0,3,,2,4,13,1,,0,0,3,2,,,,1,,,,,,,,,,
1150284,0,12,4,1,1,,,,,4,4,0,3,,4,4,0,3,,1,0,3,2,,,,1,,,,,,,,,,
1150300,0,10,2,1,1,,,,,7,9,11,5,,3,5,1,2,,0,1,2,3,,,,1,,,,,,,,,,
1150318,0,6,1,1,1,,,,,7,9,11,5,,2,6,0,2,,1,0,8,1,,,,1,,,,,,,,,,
1150326,0,6,5,3,2,,,,,3,4,0,3,,3,4,13,1,,1,0,3,2,,,,1,,,,,,,,,,
1150342,0,6,2,1,1,,,,,3,4,0,3,,1,6,0,2,,0,0,8,1,,,,1,,,,,,,,,,
1150359,0,3,2,1,2,,,,,4,2,13,1,,4,5,13,1,,1,0,8,2,,,,1,,,,,,,,,,
1150367,0,0,1,0,0,,,,,7,9,11,5,,0,0,0,0,,0,0,8,0,,,,1,,,,,,,,,,
1150375,0,9,2,1,2,,,,,7,9,11,5,,2,6,0,6,,1,0,8,1,,,,1,,,,,,,,,,
1150383,0,3,1,0,1,,,,,0,0,0,0,,7,9,11,5,,0,0,8,3,,,,1,,,,,,,,,,
1150391,0,11,2,1,2,,,,,3,6,6,3,,3,8,1,3,,0,0,8,2,,,,1,,,,,,,,,,
1150409,0,8,3,4,2,,,,,3,5,1,3,,3,6,4,3,,0,1,3,2,,,,1,,,,,,,,,,
1150417,0,2,1,0,1,,,,,0,0,0,0,,7,9,11,5,,0,0,8,1,,,,1,,,,,,,,,,
1150425,0,9,1,1,2,,,,,7,9,11,5,,2,7,2,3,,0,2,8,1,,,,1,,,,,,,,,,
1150433,0,1,1,5,1,,,,,7,9,11,5,,1,2,0,2,,0,1,8,1,,,,1,,,,,,,,,,
1150458,0,7,2,1,1,,,,,1,5,8,2,,1,6,2,2,,0,2,8,1,,,,1,,,,,,,,,,
